ID,Modality,Content,Label,Source,Explanation,Category,Date
166f5fe2,Text,"Famous influencer investigated for smuggling exotic animals, faces complete asset seizure",Fake,,Uses emotionally charged language and anonymous sources that cannot be verified.,science,2025-04-10
8cb14a5c,Text,"BREAKING: Whistleblower discovers that household spice transforms 85% of memory loss, WHO suppressing evidence",Fake,,Misrepresents how machine learning works. Document cited is fabricated.,sports,2025-03-23
f80d98c5,Text,"Famous politician investigated for environmental violations, faces billions in fines",Fake,,No such incident occurred. Image used was from an unrelated event.,business,2025-03-17
949c2226,Text,Anonymous whistleblower: Medical establishment has been concealing environmental damage for decades,Fake,,Presents common regular fluctuation as unusual or dangerous without scientific basis.,science,2025-03-26
1a0916b6,Text,State officials to implement mandatory behavioral modification starting next fiscal year,Fake,,No such incident occurred. Image used was from an unrelated event.,space,2025-03-17
09ef9764,Text,"Famous royal family member investigated for intellectual property theft, faces community service",Fake,,Uses emotionally charged language and anonymous sources that cannot be verified.,security,2025-04-06
c2cbec19,Text,New law allows WHO to increase taxes for certain purchasing patterns,Fake,,Misrepresents scientific research; no credible studies support this claim. Uses conspiratorial framing.,health,2025-03-16
5f4135e4,Text,New study finds cleaning supplies emit behavioral manipulation signals that causes organ failure in teenagers,Fake,,Presents correlation as causation. Cherry-picks data while ignoring contradictory evidence.,science,2025-04-05
89419d80,Text,Tornado Destroys major city! Emergency services overwhelmed. Government covering up actual damage costs.,Fake,,No such policy has been announced or is being planned. Classic conspiracy theory narrative.,environment,2025-03-21
23b45655,Text,Government to implement mandatory social credit system starting May 2025,Fake,,No such event occurred on this date. Image circulated was from a different incident.,health,2025-04-12
213ab669,Text,New study finds cosmetic products emit addictive substances that causes developmental delays in urban populations,Fake,,Presents correlation as causation. Cherry-picks data while ignoring contradictory evidence.,finance,2025-03-24
a6907b2e,Text,CONFIRMED: Tech giant found to be using discriminatory practices in strategic facility,Fake,,No such event occurred on this date. Image circulated was from a different incident.,sports,2025-04-01
00d0d180,Text,"Famous influencer investigated for insider trading, faces billions in fines",Fake,,No scientific evidence supports this claim. Study cited doesn't exist.,disaster,2025-03-18
472cdfd1,Text,Anonymous whistleblower: Medical establishment has been hiding breakthrough cures for decades,Fake,,Classic fearmongering using technical jargon to sound credible while making impossible claims.,education,2025-04-13
bd765c12,Text,Scientists baffled by time distortions appearing in popular tourist destination,Fake,,Misrepresents scientific research; no credible studies support this claim. Uses conspiratorial framing.,technology,2025-03-15
56950a69,Text,Doctors won't tell you: lemon water can eliminate {health_condition} overnight,Fake,,No such law has been proposed or passed. Uses environmental concerns to spread false information.,business,2025-04-03
11d3f9a6,Text,INSIDER REPORT: Retail empire to replace 87% of workforce with AI by 2025,Fake,,No scientific evidence supports this claim. Study cited doesn't exist.,sports,2025-04-04
073697d5,Text,Health ministry to implement mandatory financial tracking starting next quarter,Fake,,No scientific evidence supports this claim. Study cited doesn't exist.,environment,2025-04-02
d0dcbb9c,Text,"BREAKING: Researchers discovers that smartphone app accelerates 91% of brain function, Government suppressing evidence",Fake,,No such event occurred on this date. Image circulated was from a different incident.,sports,2025-04-13
a49f16f5,Text,"BREAKING: Government agency discovers that common herb destroys 87% of brain function, Government suppressing evidence",Fake,,Completely fabricated story with no basis in reality. No such announcement was made.,business,2025-03-18
30f13771,Text,"Famous tech CEO implicated for identity theft scheme, faces mandatory public apology",Fake,,No such event occurred on this date. Image circulated was from a different incident.,disaster,2025-04-03
270d2bb2,Text,Economic COLLAPSE imminent as Global financial system prepares to impose capital controls,Fake,,Misrepresents scientific research; no credible studies support this claim. Uses conspiratorial framing.,environment,2025-04-10
10179148,Text,ALERT: Skincare product found to contain neurotoxin linked to reproductive harm,Fake,,Uses emotionally charged language and anonymous sources that cannot be verified.,entertainment,2025-03-26
93013012,Text,"LEAKED DOCUMENT: Military complex secretly mining personal data through TV broadcasts, Communication networks down",Fake,,Completely fabricated story with no basis in reality. No such announcement was made.,politics,2025-03-18
4a0891b1,Text,Scientists baffled by anomalous radiation appearing in strategic facility,Fake,,No such incident occurred. Image used was from an unrelated event.,environment,2025-04-08
f4174d02,Text,New study finds smart devices emit radiation that causes memory loss in urban populations,Fake,,Presents correlation as causation. Cherry-picks data while ignoring contradictory evidence.,environment,2025-04-06
deb28426,Text,Anonymous whistleblower: Scientific community has been concealing environmental damage for decades,Fake,,No such law has been proposed or passed. Uses social unrest to spread false information.,disaster,2025-04-15
e336ea7d,Text,Prime Minister secretly met with foreign agent to discuss false flag operations,Fake,,Completely fabricated story with no basis in reality. No such announcement was made.,environment,2025-04-01
d4a500a5,Text,New study finds popular appliances emit harmful frequencies that causes memory loss in elderly,Fake,,No such event occurred on this date. Image circulated was from a different incident.,security,2025-03-15
51eb5923,Text,ALERT: Breakfast cereal found to contain industrial solvent linked to rare cancer,Fake,,Classic fearmongering using technical jargon to sound credible while making impossible claims.,disaster,2025-04-12
4b1dab1c,Text,Anonymous whistleblower: Educational system has been hiding surveillance technologies for decades,Fake,,No such incident occurred. Image used was from an unrelated event.,environment,2025-03-30
158ea701,Text,CONFIRMED: Anonymous source found to be using forced labor in tech headquarters,Fake,,Misquotes public figure. Original statement was taken out of context.,disaster,2025-04-11
7fd001bd,Text,ALERT: Bottled water found to contain carcinogen linked to liver damage,Fake,,Classic fearmongering using technical jargon to sound credible while making impossible claims.,education,2025-04-10
2643d2e2,Text,United Nations to implement mandatory restricted travel starting new year,Fake,,Misrepresents scientific research; no credible studies support this claim. Uses conspiratorial framing.,celebrity,2025-03-19
6b51b5b1,Text,INSIDER REPORT: Energy company to replace 97% of workforce with AI by 2026,Fake,,Completely fabricated story with no basis in reality. No such announcement was made.,politics,2025-03-17
01fa10db,Text,"LEAKED DOCUMENT: Government agency secretly manipulating emotions through mobile phones, Emergency services overwhelmed",Fake,,Uses emotionally charged language and anonymous sources that cannot be verified.,entertainment,2025-03-26
d4db541a,Text,New law allows Central committee to detention for owning specific items,Fake,,Misquotes public figure. Original statement was taken out of context.,entertainment,2025-04-08
c61ebf25,Text,"BREAKING: Investigative committee discovers that tea eliminates 97% of aging process, Government suppressing evidence",Fake,,No such law has been proposed or passed. Uses public health fears to spread false information.,science,2025-04-08
f9821025,Text,Doctors won't tell you: coconut oil can eliminate {health_condition} overnight,Fake,,No scientific evidence supports this claim. Study cited doesn't exist.,entertainment,2025-03-24
bfca9239,Text,New study finds furniture emit toxic chemicals that causes immune suppression in genetically predisposed individuals,Fake,,Misrepresents scientific research; no credible studies support this claim. Uses conspiratorial framing.,entertainment,2025-03-24
390f0269,Text,Economic COLLAPSE imminent as International monetary fund prepares to collapse the currency,Fake,,No such event occurred on this date. Image circulated was from a different incident.,space,2025-03-24
4c78d9de,Text,New law allows Health ministry to revoke privileges for exceeding online time limits,Fake,,Misrepresents how cloud storage works. Document cited is fabricated.,security,2025-03-20
8957fbd9,Text,Scientists confirm specific sleeping position cures depression in 98% of patients,Fake,,Presents common common symptom as unusual or dangerous without scientific basis.,environment,2025-04-14
c91e4b6c,Text,New study finds cleaning supplies emit genetic modifiers that causes developmental delays in elderly,Fake,,Misrepresents scientific research; no credible studies support this claim. Uses conspiratorial framing.,disaster,2025-03-19
d25acf56,Text,New law allows Global consortium to increase taxes for exceeding carbon limits,Fake,,No scientific evidence supports this claim. Study cited doesn't exist.,education,2025-04-13
e76bd11d,Text,"LEAKED DOCUMENT: Banking industry secretly conducting experiments through mobile phones, Communication networks down",Fake,,Accusations not supported by evidence. No investigations have found such practices.,environment,2025-03-18
9a079d2f,Text,"Famous influencer indicted for insider trading, faces house arrest",Fake,,Dangerous health misinformation. No scientific studies support this claim and it contradicts established medical knowledge.,education,2025-03-22
e332b685,Text,International agency to implement mandatory social credit system starting next quarter,Fake,,No such incident occurred. Image used was from an unrelated event.,business,2025-03-30
2465e530,Text,Anonymous whistleblower: Tech conglomerate has been withholding crucial health information for decades,Fake,,Uses emotionally charged language and anonymous sources that cannot be verified.,education,2025-04-02
dd4fc1ec,Text,Economic COLLAPSE imminent as Stock market prepares to collapse the currency,Fake,,Misrepresents how encryption works. Document cited is fabricated.,disaster,2025-04-06
71c63b04,Text,Military power developing secret nuclear technology capable of disrupting global communications,Fake,,No such law has been proposed or passed. Uses social unrest to spread false information.,education,2025-03-25
d0b550fb,Text,Health ministry to implement mandatory social credit system starting new year,Fake,,Misrepresents how artificial intelligence works. Document cited is fabricated.,environment,2025-04-12
f6e68686,Text,Senior minister secretly met with banned journalist to discuss censorship initiative,Fake,,Misquotes public figure. Original statement was taken out of context.,disaster,2025-04-13
6827c7e2,Text,INSIDER REPORT: Banking corporation to replace 83% of workforce with AI by 2025,Fake,,No such incident occurred. Image used was from an unrelated event.,education,2025-04-06
ccddd347,Text,Anonymous whistleblower: Military complex has been concealing extraterrestrial contact for decades,Fake,,Dangerous health misinformation. No scientific studies support this claim and it contradicts established medical knowledge.,celebrity,2025-04-02
bebd4cbc,Text,INSIDER REPORT: Fast food chain to replace 91% of workforce with AI by 2027,Fake,,Presents correlation as causation. Cherry-picks data while ignoring contradictory evidence.,technology,2025-04-06
825eea62,Text,ALERT: Baby formula found to contain carcinogen linked to liver damage,Fake,,Presents common side effect as unusual or dangerous without scientific basis.,politics,2025-04-06
02775ec4,Text,URGENT: Car model recalled after being linked to community service,Fake,,Misquotes public figure. Original statement was taken out of context.,education,2025-04-09
f1789acb,Text,Scientists confirm common household item cures heart disease in 91% of patients,Fake,,Completely fabricated story with no basis in reality. No such announcement was made.,health,2025-03-21
887a463e,Text,URGENT: Smartphone model recalled after being linked to international sanctions,Fake,,No such policy has been announced or is being planned. Classic conspiracy theory narrative.,entertainment,2025-03-23
3c9a18fd,Text,Scientists confirm drinking lemon water with baking soda cures Alzheimer's in 92% of patients,Fake,,No such policy has been announced or is being planned. Classic conspiracy theory narrative.,celebrity,2025-03-28
1cc28a0e,Text,Doctors won't tell you: cinnamon can eliminate {health_condition} overnight,Fake,,Misquotes public figure. Original statement was taken out of context.,security,2025-04-12
90347f87,Text,New study finds packaged foods emit toxic chemicals that causes organ failure in urban populations,Fake,,No such event occurred on this date. Image circulated was from a different incident.,security,2025-04-02
5b535108,Text,New study finds pet food emit dangerous compounds that causes immune suppression in elderly,Fake,,Misquotes public figure. Original statement was taken out of context.,finance,2025-03-27
7e9bc576,Text,URGENT: Bottled water brand recalled after being linked to community service,Fake,,Presents correlation as causation. Cherry-picks data while ignoring contradictory evidence.,security,2025-03-28
20640be8,Text,Economic COLLAPSE imminent as Sovereign wealth fund prepares to impose capital controls,Fake,,Uses emotionally charged language and anonymous sources that cannot be verified.,sports,2025-03-30
e45d9856,Text,CONFIRMED: Government agency found to be using price fixing in strategic facility,Fake,,Misrepresents scientific research; no credible studies support this claim. Uses conspiratorial framing.,business,2025-04-09
6f8fc199,Text,Anonymous whistleblower: Military complex has been suppressing alternative energy for decades,Fake,,Presents common natural process as unusual or dangerous without scientific basis.,celebrity,2025-04-02
fcc8472f,Text,"EXCLUSIVE: Famous scientist announces surprise accelerates, cites 'conspiracy revelation' as reason",Fake,,Dangerous health misinformation. No scientific studies support this claim and it contradicts established medical knowledge.,education,2025-04-15
7808e079,Text,Doctors won't tell you: ginger can eliminate {health_condition} overnight,Fake,,Completely fabricated story with no basis in reality. No such announcement was made.,health,2025-04-03
c4e92547,Text,Economic COLLAPSE imminent as Sovereign wealth fund prepares to impose capital controls,Fake,,Presents correlation as causation. Cherry-picks data while ignoring contradictory evidence.,science,2025-03-25
9fc1e0c9,Text,"EXCLUSIVE: Political leader announces surprise accelerates, cites 'ancient prophecy' as reason",Fake,,Completely fabricated story with no basis in reality. No such announcement was made.,business,2025-04-10
561e233a,Text,INSIDER REPORT: Automobile manufacturer to replace 97% of workforce with AI by 2029,Fake,,Dangerous health misinformation. No scientific studies support this claim and it contradicts established medical knowledge.,disaster,2025-04-11
0d343ec9,Text,INSIDER REPORT: Manufacturing conglomerate to replace 85% of workforce with AI by 2027,Fake,,Uses emotionally charged language and anonymous sources that cannot be verified.,science,2025-03-22
8fd0f2b1,Text,Anonymous whistleblower: Major corporation has been manipulating statistical data for decades,Fake,,No such policy has been announced or is being planned. Classic conspiracy theory narrative.,science,2025-04-03
ceac7226,Text,Doctors won't tell you: garlic can eliminate {health_condition} overnight,Fake,,Completely fabricated story with no basis in reality. No such announcement was made.,sports,2025-03-21
e37c93ca,Text,CONFIRMED: Researchers found to be using toxic waste dumping in international airport,Fake,,Misquotes public figure. Original statement was taken out of context.,celebrity,2025-04-01
bbc08ef8,Text,Scientists confirm drinking lemon water with baking soda cures arthritis in 95% of patients,Fake,,No such policy has been announced or is being planned. Classic conspiracy theory narrative.,celebrity,2025-03-22
1a14376f,Text,New study finds pet food emit addictive substances that causes genetic mutations in specific ethnic groups,Fake,,No such incident occurred. Image used was from an unrelated event.,environment,2025-03-26
1b526826,Text,Prime Minister secretly met with foreign agent to discuss currency manipulation,Fake,,No such event occurred on this date. Image circulated was from a different incident.,celebrity,2025-03-20
8b47e2e4,Text,ALERT: Pain medication found to contain industrial solvent linked to blood disorder,Fake,,No scientific evidence supports this claim. Study cited doesn't exist.,education,2025-03-27
80c2c522,Text,CONFIRMED: Government agency found to be using discriminatory practices in tech headquarters,Fake,,Accusations not supported by evidence. No investigations have found such practices.,politics,2025-03-25
c9ea1aeb,Text,"Famous tech CEO charged for insider trading, faces international sanctions",Fake,,Misrepresents how cloud storage works. Document cited is fabricated.,environment,2025-04-01
77860354,Text,Anonymous whistleblower: Military complex has been covering up critical evidence for decades,Fake,,Dangerous health misinformation. No scientific studies support this claim and it contradicts established medical knowledge.,security,2025-03-25
d8d7bafe,Text,Hostile regime developing secret biological agent capable of disrupting global communications,Fake,,Misrepresents scientific research; no credible studies support this claim. Uses conspiratorial framing.,health,2025-03-20
2e9e95e2,Text,Economic competitor developing secret nuclear technology capable of causing natural disasters,Fake,,Misquotes public figure. Original statement was taken out of context.,business,2025-03-17
c07c1622,Text,Anonymous whistleblower: Media organization has been distorting historical facts for decades,Fake,,No such event occurred on this date. Image circulated was from a different incident.,health,2025-03-21
8007837e,Text,URGENT: Household cleaner recalled after being linked to complete asset seizure,Fake,,No such event occurred on this date. Image circulated was from a different incident.,entertainment,2025-04-15
dbb00d61,Text,New study finds bottled water emit harmful frequencies that causes psychological dependency in people with certain blood types,Fake,,No such incident occurred. Image used was from an unrelated event.,technology,2025-04-02
db5054f4,Text,Influential politician reveals shocking truth about food industry: 'The truth will shock the world',Fake,,Accusations not supported by evidence. No investigations have found such practices.,politics,2025-04-04
37cb82af,Text,Flood Destroys major university! Economy in ruins. Government covering up actual international response.,Fake,,Presents correlation as causation. Cherry-picks data while ignoring contradictory evidence.,science,2025-03-17
c182787c,Text,URGENT: Bottled water brand recalled after being linked to 30 years in prison,Fake,,No such incident occurred. Image used was from an unrelated event.,health,2025-04-09
d2ba6564,Text,ALERT: Baby formula found to contain illegal compound linked to immune deficiency,Fake,,Misquotes public figure. Original statement was taken out of context.,finance,2025-03-30
f5018586,Text,"Famous director indicted for cryptocurrency fraud, faces extradition",Fake,,Presents correlation as causation. Cherry-picks data while ignoring contradictory evidence.,disaster,2025-03-26
9374a1f8,Text,INSIDER REPORT: Automobile manufacturer to replace 95% of workforce with AI by 2026,Fake,,Dangerous health misinformation. No scientific studies support this claim and it contradicts established medical knowledge.,security,2025-03-28
ba8e03bc,Text,New study finds children's toys emit nanobots that causes cognitive decline in elderly,Fake,,No such policy has been announced or is being planned. Classic conspiracy theory narrative.,science,2025-03-19
526c78b3,Text,Technological leader developing secret nuclear technology capable of triggering health crises,Fake,,Accusations not supported by evidence. No investigations have found such practices.,sports,2025-04-01
5052b400,Text,INSIDER REPORT: Fast food chain to replace 92% of workforce with AI by 2028,Fake,,Misquotes public figure. Original statement was taken out of context.,space,2025-03-19
f75e8e2c,Text,CONFIRMED: Secret group found to be using wildlife trafficking in historic site,Fake,,Classic fearmongering using technical jargon to sound credible while making impossible claims.,education,2025-03-24
51112623,Text,URGENT: Common appliance recalled after being linked to mandatory public apology,Fake,,No such event occurred on this date. Image circulated was from a different incident.,science,2025-03-29
c40956a7,Text,Doctors won't tell you: honey can eliminate {health_condition} overnight,Fake,,Presents correlation as causation. Cherry-picks data while ignoring contradictory evidence.,sports,2025-03-24
6c4b6815,Text,Technological leader developing secret biological agent capable of manipulating elections globally,Fake,,Accusations not supported by evidence. No investigations have found such practices.,security,2025-03-20
82bd1842,Text,New law allows Central committee to revoke privileges for using more than 50 liters of water per day,Fake,,No scientific evidence supports this claim. Study cited doesn't exist.,environment,2025-03-19
7ba53c06,Text,CONFIRMED: Secret group found to be using forced labor in historic site,Fake,,Presents common typical pattern as unusual or dangerous without scientific basis.,technology,2025-03-22
cee2add8,Text,Tech billionaire reveals shocking truth about pharmaceutical business: 'The truth will shock the world',Fake,,Classic fearmongering using technical jargon to sound credible while making impossible claims.,finance,2025-03-23
a828b856,Text,ALERT: Baby formula found to contain neurotoxin linked to neurological disorder,Fake,,Presents common expected outcome as unusual or dangerous without scientific basis.,education,2025-04-12
6a662608,Text,INSIDER REPORT: Tech giant to replace 93% of workforce with AI by 2027,Fake,,Classic fearmongering using technical jargon to sound credible while making impossible claims.,celebrity,2025-03-15
e3273eca,Text,"BREAKING: Tech giant discovers that smartphone app accelerates 95% of viral infections, Health ministry suppressing evidence",Fake,,Presents common regular fluctuation as unusual or dangerous without scientific basis.,education,2025-03-24
8fd0e609,Text,New study finds children's toys emit mind-altering waves that causes chronic illnesses in people with certain blood types,Fake,,No scientific evidence supports this claim. Study cited doesn't exist.,disaster,2025-03-19
dfdbb158,Text,State officials to implement mandatory restricted travel starting late 2025,Fake,,Misquotes public figure. Original statement was taken out of context.,environment,2025-04-05
e63d3b1e,Text,New study finds smart devices emit radiation that causes behavioral disorders in specific ethnic groups,Fake,,Uses emotionally charged language and anonymous sources that cannot be verified.,education,2025-04-05
8227e336,Text,Foreign adversary developing secret drone swarm capable of triggering health crises,Fake,,Misquotes public figure. Original statement was taken out of context.,sports,2025-04-08
b4274f47,Text,Scientists confirm specific breathing technique cures arthritis in 91% of patients,Fake,,No such law has been proposed or passed. Uses public health fears to spread false information.,environment,2025-03-22
078e6cb5,Text,Famous musician reveals shocking truth about media empires: 'I've seen what they're hiding',Fake,,Classic fearmongering using technical jargon to sound credible while making impossible claims.,business,2025-04-06
a904d1b3,Text,New study finds packaged foods emit harmful frequencies that causes genetic mutations in elderly,Fake,,Dangerous health misinformation. No scientific studies support this claim and it contradicts established medical knowledge.,celebrity,2025-04-14
8389fb2d,Text,Scientists confirm special exercise routine cures depression in 98% of patients,Fake,,Presents correlation as causation. Cherry-picks data while ignoring contradictory evidence.,sports,2025-03-17
66da368a,Text,Gas explosion Destroys strategic facility! Economy in ruins. Government covering up actual casualty figures.,Fake,,No such event occurred on this date. Image circulated was from a different incident.,science,2025-03-19
c36fdfe0,Text,Nuclear-capable state developing secret mind-influencing technology capable of disabling military systems,Fake,,Misrepresents how machine learning works. Document cited is fabricated.,disaster,2025-03-28
d6fdcdb9,Text,ALERT: Pain medication found to contain harmful additive linked to immune deficiency,Fake,,Presents correlation as causation. Cherry-picks data while ignoring contradictory evidence.,sports,2025-04-04
46214439,Text,ALERT: Popular smartphone found to contain synthetic hormone linked to cognitive decline,Fake,,No scientific evidence supports this claim. Study cited doesn't exist.,science,2025-04-14
cb5ccfaa,Text,Economic COLLAPSE imminent as Cryptocurrency exchange prepares to default on obligations,Fake,,Dangerous health misinformation. No scientific studies support this claim and it contradicts established medical knowledge.,environment,2025-04-15
b1304666,Text,Scientists baffled by anomalous radiation appearing in tech headquarters,Fake,,No such law has been proposed or passed. Uses public health fears to spread false information.,science,2025-04-15
39fea0a1,Text,State officials to implement mandatory digital identity starting new year,Fake,,No such policy has been announced or is being planned. Classic conspiracy theory narrative.,finance,2025-03-26
098ab317,Text,"LEAKED DOCUMENT: Banking industry secretly conducting experiments through popular websites, Critical shortage of supplies",Fake,,Misquotes public figure. Original statement was taken out of context.,science,2025-04-11
b5ea0353,Text,Scientists baffled by mysterious health symptoms appearing in major university,Fake,,Completely fabricated story with no basis in reality. No such announcement was made.,politics,2025-04-02
959a99a4,Text,New law allows Government to increase taxes for certain purchasing patterns,Fake,,Presents common statistical variation as unusual or dangerous without scientific basis.,education,2025-03-16
4ab7ea27,Text,CONFIRMED: Medical team found to be using child labor in government building,Fake,,Misquotes public figure. Original statement was taken out of context.,disaster,2025-03-18
2cb17a1d,Text,"EXCLUSIVE: Celebrity announces surprise triggers, cites 'mind control discovery' as reason",Fake,,No such law has been proposed or passed. Uses public health fears to spread false information.,finance,2025-04-04
e02eaa03,Text,Central committee to implement mandatory social credit system starting next fiscal year,Fake,,Classic fearmongering using technical jargon to sound credible while making impossible claims.,health,2025-04-09
b9d7242e,Text,President secretly met with extremist leader to discuss weather modification,Fake,,Presents correlation as causation. Cherry-picks data while ignoring contradictory evidence.,health,2025-04-06
16738b2c,Text,Scientists baffled by unexplained animal behavior appearing in famous landmark,Fake,,Classic fearmongering using technical jargon to sound credible while making impossible claims.,technology,2025-04-14
283cbf47,Text,Doctors won't tell you: lemon water can eliminate {health_condition} overnight,Fake,,Misrepresents scientific research; no credible studies support this claim. Uses conspiratorial framing.,business,2025-04-15
07fdd219,Text,"LEAKED DOCUMENT: Scientific community secretly conducting experiments through vaccination programs, Thousands trapped inside",Fake,,Accusations not supported by evidence. No investigations have found such practices.,security,2025-04-09
ee7957f7,Text,New study finds cosmetic products emit addictive substances that causes genetic mutations in teenagers,Fake,,Misrepresents scientific research; no credible studies support this claim. Uses conspiratorial framing.,celebrity,2025-03-31
e391ffac,Text,Economic COLLAPSE imminent as Stock market prepares to impose capital controls,Fake,,No such event occurred on this date. Image circulated was from a different incident.,politics,2025-04-02
4e133e1e,Text,Emerging superpower developing secret biological agent capable of instant surveillance anywhere,Fake,,Misrepresents scientific research; no credible studies support this claim. Uses conspiratorial framing.,entertainment,2025-04-11
53b7b36e,Text,New study finds smart devices emit nanobots that causes memory loss in children,Fake,,Accusations not supported by evidence. No investigations have found such practices.,sports,2025-03-26
43d02f11,Text,ALERT: Pain medication found to contain neurotoxin linked to genetic mutation,Fake,,No such event occurred on this date. Image circulated was from a different incident.,politics,2025-03-16
16752320,Text,New study finds smart devices emit addictive substances that causes memory loss in genetically predisposed individuals,Fake,,Presents correlation as causation. Cherry-picks data while ignoring contradictory evidence.,education,2025-03-30
7841ba8d,Text,Economic COLLAPSE imminent as Major investment firm prepares to restrict withdrawals,Fake,,Accusations not supported by evidence. No investigations have found such practices.,environment,2025-04-11
a9d3cec4,Text,Doctors won't tell you: garlic can eliminate {health_condition} overnight,Fake,,Dangerous health misinformation. No scientific studies support this claim and it contradicts established medical knowledge.,education,2025-04-10
d23625f4,Text,New law allows Health ministry to fine citizens for exceeding carbon limits,Fake,,Accusations not supported by evidence. No investigations have found such practices.,environment,2025-03-29
1060c0bd,Text,"EXCLUSIVE: Sports star announces surprise accelerates, cites 'conspiracy revelation' as reason",Fake,,Misrepresents scientific research; no credible studies support this claim. Uses conspiratorial framing.,health,2025-03-23
5a8cf8f3,Text,"Famous influencer detained for insider trading, faces billions in fines",Fake,,Misrepresents scientific research; no credible studies support this claim. Uses conspiratorial framing.,education,2025-04-09
507b740d,Text,URGENT: Children's toy recalled after being linked to international sanctions,Fake,,Completely fabricated story with no basis in reality. No such announcement was made.,sports,2025-04-01
072591de,Text,Federal authorities to implement mandatory social credit system starting late 2025,Fake,,Dangerous health misinformation. No scientific studies support this claim and it contradicts established medical knowledge.,science,2025-04-08
268dc955,Text,URGENT: Smartphone model recalled after being linked to billions in fines,Fake,,No such law has been proposed or passed. Uses economic anxiety to spread false information.,environment,2025-04-12
7c764793,Text,Nuclear incident Destroys government building! Emergency services overwhelmed. Government covering up actual rescue efforts.,Fake,,No such policy has been announced or is being planned. Classic conspiracy theory narrative.,health,2025-04-02
8691e88d,Text,"Famous politician sentenced for insider trading, faces extradition",Fake,,No scientific evidence supports this claim. Study cited doesn't exist.,sports,2025-03-30
9dc56667,Text,"EXCLUSIVE: Tech billionaire announces surprise eliminates, cites 'parallel universe evidence' as reason",Fake,,No such policy has been announced or is being planned. Classic conspiracy theory narrative.,politics,2025-04-09
d1906c5e,Text,Doctors won't tell you: baking soda can eliminate {health_condition} overnight,Fake,,No such event occurred on this date. Image circulated was from a different incident.,entertainment,2025-03-16
789ebbe5,Text,INSIDER REPORT: Automobile manufacturer to replace 85% of workforce with AI by 2027,Fake,,Misrepresents scientific research; no credible studies support this claim. Uses conspiratorial framing.,environment,2025-03-20
79488985,Text,ALERT: Household cleaner found to contain synthetic hormone linked to reproductive harm,Fake,,No scientific evidence supports this claim. Study cited doesn't exist.,health,2025-03-31
1ef3ef2c,Text,Governor secretly met with alleged criminal to discuss mind control technology,Fake,,Presents correlation as causation. Cherry-picks data while ignoring contradictory evidence.,education,2025-04-06
197a4160,Text,ALERT: Baby formula found to contain neurotoxin linked to reproductive harm,Fake,,Misrepresents scientific research; no credible studies support this claim. Uses conspiratorial framing.,entertainment,2025-03-16
2406cd68,Text,WHO to implement mandatory thought monitoring starting May 2025,Fake,,No scientific evidence supports this claim. Study cited doesn't exist.,environment,2025-03-28
d73c538c,Text,CONFIRMED: Tech giant found to be using human experiments in famous landmark,Fake,,Completely fabricated story with no basis in reality. No such announcement was made.,environment,2025-04-10
908a2d01,Text,Military power developing secret autonomous system capable of triggering health crises,Fake,,No scientific evidence supports this claim. Study cited doesn't exist.,education,2025-03-17
8f51095c,Text,Economic COLLAPSE imminent as Sovereign wealth fund prepares to initiate market crash,Fake,,No such incident occurred. Image used was from an unrelated event.,sports,2025-03-18
901f859b,Text,Scientists baffled by mysterious health symptoms appearing in international airport,Fake,,Presents correlation as causation. Cherry-picks data while ignoring contradictory evidence.,security,2025-03-16
272ad285,Text,Scientists baffled by time distortions appearing in major university,Fake,,No scientific evidence supports this claim. Study cited doesn't exist.,health,2025-04-07
3e219671,Text,Central committee to implement mandatory financial tracking starting next quarter,Fake,,No scientific evidence supports this claim. Study cited doesn't exist.,security,2025-04-12
76b361c1,Text,ALERT: Pain medication found to contain neurotoxin linked to neurological disorder,Fake,,Misrepresents how smartphone technology works. Document cited is fabricated.,technology,2025-03-27
4d96b44d,Text,Economic COLLAPSE imminent as Central bank prepares to seize private savings,Fake,,Completely fabricated story with no basis in reality. No such announcement was made.,technology,2025-03-28
d7fbed74,Text,Scientists baffled by anomalous radiation appearing in government building,Fake,,No such event occurred on this date. Image circulated was from a different incident.,education,2025-03-21
86150acd,Text,Prime Minister secretly met with cult leader to discuss election interference,Fake,,Accusations not supported by evidence. No investigations have found such practices.,health,2025-04-07
eb3dc817,Text,Scientists baffled by time distortions appearing in financial district,Fake,,Presents common regular fluctuation as unusual or dangerous without scientific basis.,environment,2025-04-06
06aac65b,Text,Economic COLLAPSE imminent as Sovereign wealth fund prepares to cancel all debts,Fake,,Accusations not supported by evidence. No investigations have found such practices.,security,2025-03-23
f151b364,Text,Anonymous whistleblower: Banking industry has been hiding breakthrough cures for decades,Fake,,No such event occurred on this date. Image circulated was from a different incident.,business,2025-04-09
ab52310d,Text,New study finds cosmetic products emit harmful frequencies that causes immune suppression in genetically predisposed individuals,Fake,,Accusations not supported by evidence. No investigations have found such practices.,environment,2025-04-02
c53846a6,Text,New law allows International agency to public shaming for speaking against policies,Fake,,No such incident occurred. Image used was from an unrelated event.,politics,2025-03-19
db2579d7,Text,INSIDER REPORT: Pharmaceutical corporation to replace 97% of workforce with AI by 2025,Fake,,Accusations not supported by evidence. No investigations have found such practices.,politics,2025-03-31
a7d94bac,Text,ALERT: Pain medication found to contain synthetic hormone linked to birth defects,Fake,,No such event occurred on this date. Image circulated was from a different incident.,space,2025-04-12
